"","annee_naissance","age","emploi","revenu","genre","citoyennete","ethnie","minorite","education","religion","reseau_social","residence","naissance_pays_residence","cohabitation","droit_vote","province","naissance_province_residence","classe_sociale","classe_sociale_parents","langue","province_naissance_parents","pays_naissance_parents","climat_social","covid_satisfaction","covid_soin","covid_gestion","covid_inquietude","covid_jeune","covid_politiques","immigration_ouverture","immigration_syrie","climat_economie","transition_energetique_taxes","climat_impact","confiance_police","securite_quartier","securite_gouvernement","securite_immigration","securite_frontieres","immigration_quotas","minorites_partis","corruption","corruption_participation","corruption_evaluation_partis","mondialisation","economie_sociotropique","economie_egotropique","economie_satisfaction","economie_preoccupation","economie_criteres","economieCANADA_confiance","economieFRANCE_confiance","immigrationCANADA_confiance","immigrationFRANCE_confiance","deficit","representation_minorites","enjeux_chomage","enjeux_environnement","enjeux_immigration","enjeux_economie","enjeux_education","enjeux_sante","importance_immigration","importance_ecologie","inquietude_attentats","ideologie","satisfaction_democracie","satisfaction_gouvernement","institutions_democratiques","vote_demonstration","confiance_ChefEtat","altruisme_politiques","education_civique","ecoles","comprehension_elites","importance_vote","importance_representation","disproportion_electorale","partis_votes","votes_objectif","votes_delais","reedition_compte","importance_chef","interet_politique","interet_politiqueUS","connaissances_politiqueUS","engagement_politique","proche_parti","importance_traits","trait_integrite","trait_leadership","trait_competence","trait_empathie","representation_partis","mode_scrutin","changement_scrutin","vote_nationaliste","integration_localite","parti_liberal","parti_conservateur","ndp","bloc_quebecois","parti_vert","source_information","reseausociaux_cause","medias_traditionnels","consultation_sondage1","consultation_sondageCANADA","consultation_sondageFRANCE","principale_source","engagement_reseauxsociaux","abonnements_personnalites","frequence_utilisation","inscription_reseauxsociaux","contact_information","plateforme","couverture_influence","medias_neutralite","influence_medias","biais_medias","chaines_independance","niveau_information","effet_debats","importance_debatsTV","confiance_contenuRS","confiance_TVRadio","confiance_presseecrite","site_parti","like_parti","sophistication_etatsunis","sophistication_freeland","sophistication_legault","sophistication_macron","sophistication_pence","sophistication_singh","participation","vote_quebec2018_CAQ","vote_quebec2018_PQ","vote_quebec2018_PLQ","vote_quebec2018_QS","vote_quebec2018_vert","vote_quebec2018_autre","vote_quebec2018_bulletinnul","vote_quebec2018_pasvote","vote_US","vote_habitude","vote_memeparti","vote_france_enmarche","vote_france_republicains","vote_france_verts","vote_france_PS","vote_france_RN","vote_france_insoumise","vote_canada_liberal","vote_canada_conservateur","vote_canada_npd","vote_canada_bloc","vote_canada_vert","vote_canada_autre","vote_quebec_CAQ","vote_quebec_PQ","vote_quebec_PLQ","vote_quebec_QS","vote_quebec_vert","vote_quebec_autre","anciens_presidents","vote_strategique","aucune_preference","preference_parti","satisfaction_modescrutin","vote_chancesfavoris","importance_competence","motivation","premier_choix","strategie_vote2","autrechoix_frequence","refus_voteCANADA","refus_voteFRANCE","ideologie_VD","vote_nationaliste_VD","participation_VD","vote_quebec2018_CAQ_VD","vote_quebec2018_PQ_VD","vote_quebec2018_PLQ_VD","vote_quebec2018_QS_VD","vote_quebec2018_vert_VD","vote_quebec2018_autre_VD","vote_quebec2018_bulletinnul_VD","vote_quebec2018_pasvote_VD","vote_US_VD","vote_france_enmarche_VD","vote_france_republicains_VD","vote_france_verts_VD","vote_france_PS_VD","vote_france_RN_VD","vote_france_insoumise_VD","vote_canada_liberal_VD","vote_canada_conservateur_VD","vote_canada_npd_VD","vote_canada_bloc_VD","vote_canada_vert_VD","vote_canada_autre_VD","vote_quebec_CAQ_VD","vote_quebec_PQ_VD","vote_quebec_PLQ_VD","vote_quebec_QS_VD","vote_quebec_vert_VD","vote_quebec_autre_VD","anciens_presidents_VD","vote_strategique_VD","changement_scrutin_VD","age_categories"
"679",2000,20,"Étudiant",NA,"1.Homme","Autre",NA,2,"3.Universitaire premier cycle","3.Pas très important","oui, beaucoup","Canada",2,2,1,"QC",2,"classe supérieure",1,2,"non","non","détérioré","2.Satisfait",NA,"2.Satisfait",5,NA,"Les politiques sont adéquates, mais l'économie souffre","3.Neutre","4.Assez en désaccord","2.Plutôt d’accord","4.Assez en désaccord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord",NA,"2.Plutôt d’accord","3.Ni en accord, ni en désaccord","Parti vert","3.Peu répandue",5,5,"4.Plutôt mauvaise opinion","resté stable","détériorée","3.Peu satisfaisant","3.Peu","Je vais davantage m’intéresser aux politiques proposées","Parti libéral",NA,"Parti conservateur",NA,NA,"3.Ni plus ni moins importante",6,4,2,5,1,3,6,"2.Un peu",NA,6,"3.Peu satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","2.Peu confiance","4.Correctement","6.Fortement en désaccord","3.Ni en accord, ni en désaccord","4.Assez en désaccord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord",NA,"4.Assez en désaccord",6,6,"2.Intéressé",4,"Le vote","Non",7,3,1,2,4,"2.De manière satisfaisante","3.Neutre","3.Sans opinion, neutre",6,6,5,6,5,6,6,"Réseaux sociaux","Oui, une fois","2.Assez","Non",NA,NA,"Amis","Un peu","Non","5.1-2 heure/jour",3,"4.Systématiquement","Youtube","3.Peu","4.Assez en désaccord",NA,"2.Plutôt d’accord","5.Plutôt en désaccord","3.Pas très informé",2,7,"2.Un peu confiance","2.Un peu confiance","3.Moyennement confiance","Non","Oui",0,NA,1,1,1,1,NA,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,"De Gaulle",6,"Choisir l'option la moins pire","Voter pour ce parti quand même","3.Ni satisfait, ni insatisfait","J'irais certainement voter",8,"L'idéologie",NA,NA,"4.Une élection sur quatre ou plus","Non, aucun",NA,6,6,NA,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,1,6,3,"1.Moins de 25 ans"
"680",2000,20,"Étudiant",NA,"1.Homme","France",NA,2,"2.Secondaire / Collégiales / CEGEP / Lycée / DEP","4.Pas important du tout","oui, quelques-uns","Canada",2,2,1,"QC",2,"classe supérieure",1,1,"non","non","détérioré","3.Peu satisfait",2,"3.Peu satisfait",5,NA,"Les politiques sont adéquates, mais l'économie souffre","3.Neutre","4.Assez en désaccord","5.Plutôt en désaccord","3.Ni en accord, ni en désaccord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord",NA,NA,"4.Assez en désaccord",NA,"2.Assez répandue",8,8,"2.Plutôt bonne opinion","détériorée","resté stable","5.Sans opinion","1.Grandement","Je vais faire un croisement entre les politiques passées et les perspectives proposées",NA,NA,NA,NA,2,NA,4,5,6,1,2,3,2,"2.Un peu",NA,5,"2.Assez satisfait","3.Peu satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Non, pas envers l’élite politique mais la démocratie seulement","3.Confiance","2.Peu","4.Assez en désaccord","2.Plutôt d’accord","2.Plutôt d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord",7,8,"2.Intéressé",5,"Le vote","Non",5,1,3,2,4,"3.Pas vraiment","2.Satisfait","3.Sans opinion, neutre",3,5,NA,NA,NA,NA,NA,"Réseaux sociaux","Non","3.Peu","Non",NA,NA,"Réseaux sociaux","Un peu","Non","6.2-3 heures/jour",4,"3.Souvent","Twitter","3.Peu","1.Fortement d’accord",NA,"2.Plutôt d’accord","6.Fortement en désaccord","2.Plutôt informé",7,10,"1.Pas confiance","1.Pas confiance","2.Un peu confiance","Non","Oui",1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui, je vote toujours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chirac",6,"Choisir l'option la moins pire","Voter pour ce parti quand même","2.Satisfait","J'irais certainement voter",8,"L'idéologie","Non","Oui","5.À aucune élection",NA,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,"1.Moins de 25 ans"
"681",2000,20,"Étudiant",NA,"1.Homme","France",NA,2,"3.Universitaire premier cycle","3.Pas très important","oui, quelques-uns","Canada",2,2,2,"QC",2,"classe supérieure",1,1,"non","non","détérioré","2.Satisfait",NA,"2.Satisfait",7,NA,"Les politiques sont adéquates, mais l'économie souffre","2.Un peu plus d'ouverture","3.Ni en accord, ni en désaccord","4.Assez en désaccord","5.Plutôt en désaccord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord",NA,NA,"3.Ni en accord, ni en désaccord","NDP",NA,4,5,"1.Très bonne opinion","détériorée","resté stable","5.Sans opinion","1.Grandement","Je vais davantage m’intéresser aux politiques proposées",NA,NA,NA,NA,2,"2.Plus importante",4,1,6,3,5,2,7,"2.Un peu",NA,7,"1.Très satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","3.Confiance","3.Moyennement","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","1.Fortement d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord",8,8,"2.Intéressé",7,"Le vote","Oui",9,3,2,1,4,"2.De manière satisfaisante","2.Satisfait","4.Plutôt en défaveur",0,7,5,5,2,2,2,"Articles internet","Non","1.Beaucoup","Non",NA,NA,"journaux en ligne-papier","Pas du tout","Non","6.2-3 heures/jour",4,"3.Souvent",NA,"3.Peu","2.Plutôt d’accord",NA,"3.Ni en accord, ni en désaccord","6.Fortement en désaccord","1.Bien informé",0,10,"1.Pas confiance","4.Beaucoup confiance","4.Beaucoup confiance","Non","Oui",1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,NA,"Oui, je vote toujours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sarkozy",10,"Choisir l'option la moins pire","Voter pour ce parti quand même","1.Tout à fait satisfait","J'irais certainement voter",10,"L'idéologie",NA,NA,"4.Une élection sur quatre ou plus",NA,NA,7,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,4,"1.Moins de 25 ans"
"682",2000,20,"Étudiant",NA,"1.Homme","France",NA,2,"3.Universitaire premier cycle","4.Pas important du tout","oui, quelques-uns","Canada",2,2,1,"QC",2,"classe supérieure",1,1,"non","non","détérioré",NA,2,NA,8,"NPD",NA,"2.Un peu plus d'ouverture","5.Plutôt en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","2.Plutôt d’accord",NA,"5.Plutôt en désaccord","5.Plutôt en désaccord","NDP",NA,4,5,"4.Plutôt mauvaise opinion","resté stable","resté stable","1.Très satisfaisant","1.Grandement","Je vais davantage m’intéresser aux politiques proposées","NPD",NA,"NPD",NA,2,"2.Plus importante",2,3,5,4,6,1,5,"1.Beaucoup",NA,2,"3.Peu satisfait","3.Peu satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Non, pas envers l’élite politique mais la démocratie seulement","3.Confiance","4.Correctement","2.Plutôt d’accord","2.Plutôt d’accord","4.Assez en désaccord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","1.Fortement d’accord","2.Plutôt d’accord",7,10,"1.Très intéressé",3,"Le vote","Oui",7,2,1,3,4,"2.De manière satisfaisante","4.Peu satisfait","1.Tout à fait en faveur",5,10,3,1,8,NA,10,"Journaux","Oui, une fois","2.Assez",NA,NA,NA,"journaux en ligne-papier","Oui","Oui, ceux qui partagent les opinions","7.plus de 3 heures/jour",4,"3.Souvent","Youtube","2.Assez","5.Plutôt en désaccord",NA,NA,"6.Fortement en désaccord","1.Bien informé",0,NA,"3.Moyennement confiance","3.Moyennement confiance","4.Beaucoup confiance","Non","Non",1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Choisir l'option la moins pire","Voter pour ce parti quand même","5.Pas du tout satisfait","J'irais certainement voter",6,"L'idéologie","Oui",NA,"5.À aucune élection","Parti conservateur",NA,2,5,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"1.Moins de 25 ans"
"683",2000,20,"Étudiant",NA,"1.Homme","France",NA,2,"3.Universitaire premier cycle","4.Pas important du tout","oui, quelques-uns","France",1,1,1,NA,NA,"classe moyenne",1,1,"oui","oui","resté stable","3.Peu satisfait",1,"3.Peu satisfait",7,NA,"Les politiques sont adéquates, mais l'économie souffre","4.Moins d'ouverture","4.Assez en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","1.Fortement d’accord","1.Fortement d’accord","2.Plutôt d’accord",NA,"2.Plutôt d’accord","2.Plutôt d’accord",NA,"2.Assez répandue",4,0,"3.Ni bonne ni mauvaise opinion","détériorée",NA,"2.Assez satisfaisant","3.Peu",NA,NA,NA,NA,NA,NA,"2.Plus importante",2,6,4,5,1,3,3,"2.Un peu","3.Peu inquiet",NA,"2.Assez satisfait","3.Peu satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique",NA,"3.Confiance","2.Peu","5.Plutôt en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","1.Fortement d’accord","6.Fortement en désaccord",NA,NA,"2.Plutôt d’accord","2.Plutôt d’accord",NA,0,"5.Désintéressé",1,"Le vote","Non",0,3,2,1,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Réseaux sociaux","Oui, plusieurs fois","3.Peu","Non",NA,NA,"Réseaux sociaux","Un peu","Non","5.1-2 heure/jour",4,"3.Souvent","Twitter","3.Peu","2.Plutôt d’accord",NA,"2.Plutôt d’accord","4.Assez en désaccord","4.Pas du tout informé",0,10,"4.Beaucoup confiance","3.Moyennement confiance","3.Moyennement confiance","Oui","Oui",1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui, je vote toujours",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Gaulle",NA,"Ne pas voter","Voter pour ce parti quand même","1.Tout à fait satisfait","J'irais certainement voter",10,"L'idéologie",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"1.Moins de 25 ans"
"684",2000,20,"Étudiant",NA,"2.Femme","France",NA,1,"2.Secondaire / Collégiales / CEGEP / Lycée / DEP",NA,"oui, quelques-uns","France",1,1,1,NA,NA,"classe moyenne",NA,1,"non","oui","resté stable","3.Peu satisfait",1,"3.Peu satisfait",7,NA,"Les politiques sont adéquates, mais l'économie souffre","3.Neutre","4.Assez en désaccord","1.Fortement d’accord","4.Assez en désaccord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","2.Plutôt d’accord",NA,"3.Ni en accord, ni en désaccord","3.Ni en accord, ni en désaccord",NA,"1.Très répandue",6,6,"2.Plutôt bonne opinion","détériorée","resté stable","3.Peu satisfaisant","2.Moyennement","Je vais davantage m’intéresser aux politiques proposées",NA,"Aucun",NA,"Aucun",NA,"2.Plus importante",3,6,5,2,1,4,7,"2.Un peu","3.Peu inquiet",6,"3.Peu satisfait","4.Pas du tout satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","2.Peu confiance","2.Peu","2.Plutôt d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","2.Plutôt d’accord",NA,"2.Plutôt d’accord","4.Assez en désaccord","1.Fortement d’accord","3.Ni en accord, ni en désaccord",8,6,"3.Indifférent",4,"Manifestations, pétitions et vote","Oui",7,4,2,3,1,NA,"3.Neutre",NA,NA,10,NA,NA,NA,NA,NA,"Articles internet","Non","1.Beaucoup","Non",NA,NA,"journaux en ligne-papier","Pas du tout",NA,"5.1-2 heure/jour",3,"2.Rarement","Youtube","3.Peu","2.Plutôt d’accord",NA,"5.Plutôt en désaccord","6.Fortement en désaccord","2.Plutôt informé",6,8,"1.Pas confiance","2.Un peu confiance","1.Pas confiance","Non","Oui",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non, mais la plupart du temps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"De Gaulle",7,NA,"Ne pas voter","4.Pas satisfait","J'irais certainement voter",8,"L'idéologie",NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,"1.Moins de 25 ans"
"685",2000,20,"Étudiant",NA,"2.Femme","France",NA,2,"3.Universitaire premier cycle","2.Assez important","oui, quelques-uns","Canada",2,2,1,"QC",2,"classe moyenne",1,1,"non","non","amélioré","3.Peu satisfait",2,"2.Satisfait",3,"Parti vert","Les politiques sont adéquates, permettent à l'économie de rester stable","1.Beaucoup plus d'ouverture","4.Assez en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord",NA,"3.Ni en accord, ni en désaccord","5.Plutôt en désaccord","Je ne sais pas","3.Peu répandue",7,6,"2.Plutôt bonne opinion","détériorée","resté stable","2.Assez satisfaisant","2.Moyennement","Je vais davantage m’intéresser aux politiques proposées",NA,NA,NA,NA,1,"2.Plus importante",6,2,5,1,3,4,8,"1.Beaucoup",NA,3,"2.Assez satisfait","1.Grandement satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Non, pas envers l’élite politique mais la démocratie seulement","4.Moyennement confiance","4.Correctement","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord","1.Fortement d’accord","1.Fortement d’accord","2.Plutôt d’accord",6,9,"2.Intéressé",4,"Le vote","Oui",6,1,3,4,2,NA,NA,NA,5,3,NA,NA,NA,NA,9,"Articles internet","Oui, plusieurs fois","1.Beaucoup","Ne sais pas",NA,NA,"journaux en ligne-papier","Un peu","Oui, ceux qui partagent les opinions","5.1-2 heure/jour",2,"4.Systématiquement","Autre","2.Assez","4.Assez en désaccord",NA,"5.Plutôt en désaccord","3.Ni en accord, ni en désaccord","1.Bien informé",7,10,"3.Moyennement confiance","4.Beaucoup confiance","4.Beaucoup confiance","Non","Non",0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,"Hollande",8,"Choisir l'option la moins pire","Voter pour ce parti quand même","2.Satisfait","J'irais certainement voter",8,"L'idéologie","Oui",NA,"4.Une élection sur quatre ou plus",NA,NA,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,4,8,NA,"1.Moins de 25 ans"
"686",2000,20,"Étudiant",NA,"2.Femme","France",NA,2,"3.Universitaire premier cycle","3.Pas très important","oui, quelques-uns","France",1,2,1,NA,NA,"classe supérieure",1,1,"non","oui","resté stable","3.Peu satisfait",2,"3.Peu satisfait",8,"Parti vert","Les politiques sont mauvaises","1.Beaucoup plus d'ouverture","5.Plutôt en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","2.Plutôt d’accord","2.Plutôt d’accord","1.Fortement d’accord",NA,"4.Assez en désaccord","5.Plutôt en désaccord","Parti vert","3.Peu répandue",11,10,"3.Ni bonne ni mauvaise opinion","détériorée","améliorée","1.Très satisfaisant","2.Moyennement",NA,NA,"Aucun",NA,"Aucun",NA,"2.Plus importante",5,4,6,2,3,1,5,"1.Beaucoup","3.Peu inquiet",5,"2.Assez satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","2.Peu confiance","3.Moyennement","2.Plutôt d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","1.Fortement d’accord","1.Fortement d’accord",5,3,"2.Intéressé",1,"Le vote","Non",8,1,3,2,4,"3.Pas vraiment","2.Satisfait","6.Ne s'applique pas",NA,10,NA,NA,NA,NA,NA,"Réseaux sociaux","Oui, plusieurs fois","2.Assez","Non",NA,NA,"Famille","Un peu","Non","5.1-2 heure/jour",4,"2.Rarement","Twitter","3.Peu","1.Fortement d’accord",NA,"1.Fortement d’accord","6.Fortement en désaccord","2.Plutôt informé",0,3,"3.Moyennement confiance","3.Moyennement confiance","3.Moyennement confiance","Oui","Oui",0,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"Oui, je vote toujours",2,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Macron",5,"Choisir l'option la moins pire","Voter pour ce parti quand même","1.Tout à fait satisfait","J'irais certainement voter",7,"L'idéologie","Oui",NA,"5.À aucune élection",NA,"RN",5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,"1.Moins de 25 ans"
"687",2000,20,"Étudiant et salarié","1.moins de $30,000","1.Homme","France",NA,2,"3.Universitaire premier cycle","4.Pas important du tout","oui, beaucoup","Canada",1,2,1,"QC",2,"classe moyenne",2,1,"non","non","détérioré","3.Peu satisfait",2,"2.Satisfait",6,NA,"Les politiques sont adéquates, mais l'économie souffre","2.Un peu plus d'ouverture","5.Plutôt en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord",NA,"3.Ni en accord, ni en désaccord","5.Plutôt en désaccord","Je ne sais pas","3.Peu répandue",1,7,"4.Plutôt mauvaise opinion","détériorée","resté stable","3.Peu satisfaisant","2.Moyennement","Je vais davantage m’intéresser aux politiques proposées",NA,NA,NA,NA,1,"2.Plus importante",1,2,5,6,3,4,2,"1.Beaucoup",NA,3,"2.Assez satisfait","1.Grandement satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Non, pas envers l’élite politique mais la démocratie seulement","4.Moyennement confiance","4.Correctement","4.Assez en désaccord","1.Fortement d’accord","4.Assez en désaccord","1.Fortement d’accord","2.Plutôt d’accord","2.Plutôt d’accord","5.Plutôt en désaccord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord",7,NA,"4.Peu intéressé",5,"Le vote","Oui",4,3,2,1,4,"2.De manière satisfaisante","1.Tout à fait satisfait","4.Plutôt en défaveur",0,7,NA,NA,NA,NA,NA,"Télévision","Oui, plusieurs fois","1.Beaucoup","Oui",NA,NA,"Réseaux sociaux","Pas du tout","Oui, ceux qui partagent les opinions","6.2-3 heures/jour",4,"2.Rarement","Twitter","2.Assez","5.Plutôt en désaccord",NA,"3.Ni en accord, ni en désaccord","4.Assez en désaccord","1.Bien informé",5,10,"2.Un peu confiance","4.Beaucoup confiance","4.Beaucoup confiance","Non","Oui",NA,NA,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hollande",10,"Choisir l'option la moins pire","Voter pour ce parti quand même","2.Satisfait","J'irais certainement voter",8,"L'idéologie","Oui",NA,"5.À aucune élection","Non, aucun",NA,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,4,"1.Moins de 25 ans"
"688",2000,20,"Étudiant et salarié","1.moins de $30,000","2.Femme","Autre",NA,1,"3.Universitaire premier cycle","3.Pas très important","oui, beaucoup","Canada",1,1,1,"QC",1,"classe moyenne",1,2,"non","non","amélioré",NA,2,NA,10,"Parti libéral","Les politiques sont adéquates, mais l'économie souffre","3.Neutre","5.Plutôt en désaccord","4.Assez en désaccord","1.Fortement d’accord","1.Fortement d’accord","4.Assez en désaccord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord",NA,"3.Ni en accord, ni en désaccord","4.Assez en désaccord","NDP","2.Assez répandue",1,10,"2.Plutôt bonne opinion","resté stable","améliorée","2.Assez satisfaisant","2.Moyennement","Je vais faire un croisement entre les politiques passées et les perspectives proposées",NA,NA,"NPD",NA,NA,"1.Beaucoup plus importante",4,5,3,6,2,1,5,"2.Un peu",NA,4,"2.Assez satisfait","2.Moyennement satisfait",NA,"Non, cela n'a rien à voir","5.Beaucoup confiance","3.Moyennement","5.Plutôt en désaccord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","3.Ni en accord, ni en désaccord",NA,"2.Plutôt d’accord",NA,7,10,"4.Peu intéressé",3,"Manifestations, pétitions et vote","Oui",7,3,2,1,4,"2.De manière satisfaisante","3.Neutre","2.Plutôt en faveur",8,8,8,5,9,NA,5,"Articles internet","Oui, plusieurs fois","3.Peu","Non",NA,NA,"Réseaux sociaux","Oui","Oui, ceux qui partagent les opinions","5.1-2 heure/jour",3,"3.Souvent","Autre","2.Assez","1.Fortement d’accord",NA,"2.Plutôt d’accord","6.Fortement en désaccord","2.Plutôt informé",0,8,"3.Moyennement confiance","4.Beaucoup confiance","3.Moyennement confiance","Non","Oui",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,8,"Choisir l'option la moins pire","Voter pour ce parti quand même",NA,"J'irais certainement voter",10,"L'idéologie","Oui",NA,"5.À aucune élection","Non, aucun",NA,4,8,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,8,2,"1.Moins de 25 ans"
